date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2020-11-15,Red Sea,Port Sudan,Port Sudan,19.615833,37.216389,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,282.5,5.1364
2020-11-15,Red Sea,Port Sudan,Port Sudan,19.615833,37.216389,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,7700.0,140.0
2020-11-15,South Darfur,Nyala,Nyala,12.05,24.883333,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,352.5,6.4091
2020-11-15,South Darfur,Nyala,Nyala,12.05,24.883333,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,227.5,4.1364
2020-11-15,South Darfur,Nyala,Nyala,12.05,24.883333,cereals and tubers,Sorghum (food aid),3 KG,actual,Retail,SDG,227.5,4.1364
2020-11-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,395.0,7.1818
2020-11-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,212.5,3.8636
2020-11-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Sorghum (food aid),3 KG,actual,Retail,SDG,150.0,2.7273
2020-11-15,West Darfur,El Geneina,El Geneina,13.45,22.45,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,266.66,4.8484
2020-11-15,West Darfur,El Geneina,El Geneina,13.45,22.45,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,160.0,2.9091
2020-11-15,West Darfur,El Geneina,El Geneina,13.45,22.45,cereals and tubers,Sorghum (food aid),3 KG,actual,Retail,SDG,160.0,2.9091
2020-11-15,West Kordofan,El Salam,El Fula,11.7315405,28.3578827999999,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,455.0,8.2727
2020-11-15,West Kordofan,El Salam,El Fula,11.7315405,28.3578827999999,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,290.0,5.2727
2020-11-15,White Nile,Kosti,Kosti,13.166667,32.666667,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,450.0,8.1818
2020-11-15,White Nile,Kosti,Kosti,13.166667,32.666667,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,250.0,4.5455
2020-12-15,Blue Nile,Damazin,Damazin,11.7891,34.3592,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,450.0,8.1818
2020-12-15,Blue Nile,Damazin,Damazin,11.7891,34.3592,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,312.5,5.6818
2020-12-15,Central Darfur,Zalingei,Zalingi,12.89999,23.47999,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,388.75,7.0682
2020-12-15,Central Darfur,Zalingei,Zalingi,12.89999,23.47999,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,186.25,3.3864
2020-12-15,Central Darfur,Zalingei,Zalingi,12.89999,23.47999,cereals and tubers,Sorghum (food aid),3 KG,actual,Retail,SDG,181.25,3.2955
2020-12-15,Eastern Darfur,Ed Daein,Eddein,11.433333,26.15,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,537.5,9.7727
2020-12-15,Eastern Darfur,Ed Daein,Eddein,11.433333,26.15,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,350.0,6.3636
2020-12-15,Eastern Darfur,Ed Daein,Eddein,11.433333,26.15,cereals and tubers,Sorghum (food aid),3 KG,actual,Retail,SDG,337.5,6.1364
2020-12-15,Kassala,Kassala,Kassala,15.457,36.4001,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,406.25,7.3864
2020-12-15,Kassala,Kassala,Kassala,15.457,36.4001,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,243.75,4.4318
2020-12-15,Khartoum,Jebal Aulya,Khartoum,15.5126,32.5436,non-food,Exchange rate (unofficial),USD/LCU,actual,Retail,SDG,263.0,4.7818
2020-12-15,North Darfur,El Fasher,Al Fashir,13.633333,25.35,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,468.75,8.5227
2020-12-15,North Darfur,El Fasher,Al Fashir,13.633333,25.35,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,270.0,4.9091
2020-12-15,North Darfur,El Fasher,Al Fashir,13.633333,25.35,cereals and tubers,Sorghum (food aid),3 KG,actual,Retail,SDG,237.5,4.3182
2020-12-15,North Kordofan,Shiekan,El Obeid,13.18831,30.2185799999999,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,490.0,8.9091
2020-12-15,North Kordofan,Shiekan,El Obeid,13.18831,30.2185799999999,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,365.0,6.6364
2020-12-15,Red Sea,Port Sudan,Port Sudan,19.615833,37.216389,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,491.5,8.9364
2020-12-15,Red Sea,Port Sudan,Port Sudan,19.615833,37.216389,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,300.0,5.4545
2020-12-15,South Darfur,Nyala,Nyala,12.05,24.883333,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,462.5,8.4091
2020-12-15,South Darfur,Nyala,Nyala,12.05,24.883333,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,275.0,5.0
2020-12-15,South Darfur,Nyala,Nyala,12.05,24.883333,cereals and tubers,Sorghum (food aid),3 KG,actual,Retail,SDG,275.0,5.0
2020-12-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,445.0,8.0909
2020-12-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,210.0,3.8182
2020-12-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Sorghum (food aid),3 KG,actual,Retail,SDG,162.5,2.9545
2020-12-15,West Darfur,El Geneina,El Geneina,13.45,22.45,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,270.83,4.9242
2020-12-15,West Darfur,El Geneina,El Geneina,13.45,22.45,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,173.33,3.1515
2020-12-15,West Darfur,El Geneina,El Geneina,13.45,22.45,cereals and tubers,Sorghum (food aid),3 KG,actual,Retail,SDG,173.33,3.1515
2020-12-15,West Kordofan,El Salam,El Fula,11.7315405,28.3578827999999,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,455.0,8.2727
2020-12-15,West Kordofan,El Salam,El Fula,11.7315405,28.3578827999999,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,290.0,5.2727
2020-12-15,White Nile,Kosti,Kosti,13.166667,32.666667,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,500.0,9.0909
2020-12-15,White Nile,Kosti,Kosti,13.166667,32.666667,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,287.5,5.2273
2021-01-15,Blue Nile,Damazin,Damazin,11.7891,34.3592,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,512.5,9.3182
2021-01-15,Blue Nile,Damazin,Damazin,11.7891,34.3592,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,9250.0,168.1818
2021-01-15,Blue Nile,Damazin,Damazin,11.7891,34.3592,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,275.0,5.0
2021-01-15,Blue Nile,Damazin,Damazin,11.7891,34.3592,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,5750.0,104.5455
2021-01-15,Central Darfur,Zalingei,Zalingi,12.89999,23.47999,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,398.75,7.25
2021-01-15,Central Darfur,Zalingei,Zalingi,12.89999,23.47999,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,193.75,3.5227
2021-01-15,Central Darfur,Zalingei,Zalingi,12.89999,23.47999,cereals and tubers,Sorghum (food aid),3 KG,actual,Retail,SDG,192.5,3.5
2021-01-15,Eastern Darfur,Ed Daein,Eddein,11.433333,26.15,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,487.5,8.8636
2021-01-15,Eastern Darfur,Ed Daein,Eddein,11.433333,26.15,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,350.0,6.3636
2021-01-15,Eastern Darfur,Ed Daein,Eddein,11.433333,26.15,cereals and tubers,Sorghum (food aid),3 KG,actual,Retail,SDG,300.0,5.4545
2021-01-15,Gedaref,Al Gedaref Rural,El Gedarif,14.04,35.38,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,9281.2,168.7491
2021-01-15,Gedaref,Al Gedaref Rural,El Gedarif,14.04,35.38,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,6848.75,124.5227
2021-01-15,Kassala,Kassala,Kassala,15.457,36.4001,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,425.0,7.7273
2021-01-15,Kassala,Kassala,Kassala,15.457,36.4001,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,255.0,4.6364
2021-01-15,Khartoum,Jebal Aulya,Khartoum,15.5126,32.5436,non-food,Exchange rate (unofficial),USD/LCU,actual,Retail,SDG,288.0,5.2364
2021-01-15,North Darfur,El Fasher,Al Fashir,13.633333,25.35,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,406.25,7.3864
2021-01-15,North Darfur,El Fasher,Al Fashir,13.633333,25.35,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,11240.0,204.3636
2021-01-15,North Darfur,El Fasher,Al Fashir,13.633333,25.35,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,300.0,5.4545
2021-01-15,North Darfur,El Fasher,Al Fashir,13.633333,25.35,cereals and tubers,Sorghum (food aid),3 KG,actual,Retail,SDG,215.63,3.9205
2021-01-15,North Darfur,El Fasher,Al Fashir,13.633333,25.35,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,7075.0,128.6364
2021-01-15,North Darfur,El Fasher,Al Fashir,13.633333,25.35,cereals and tubers,Wheat,90 KG,actual,Wholesale,SDG,13125.0,238.6364
2021-01-15,North Kordofan,Shiekan,El Obeid,13.18831,30.2185799999999,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,490.0,8.9091
2021-01-15,North Kordofan,Shiekan,El Obeid,13.18831,30.2185799999999,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,11000.0,200.0
2021-01-15,North Kordofan,Shiekan,El Obeid,13.18831,30.2185799999999,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,335.0,6.0909
2021-01-15,North Kordofan,Shiekan,El Obeid,13.18831,30.2185799999999,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,7208.3,131.06
2021-01-15,Northern,Dongola,Dongola,19.17,30.47,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,9200.0,167.2727
2021-01-15,Northern,Dongola,Dongola,19.17,30.47,cereals and tubers,Wheat,90 KG,actual,Wholesale,SDG,9500.0,172.7273
2021-01-15,Red Sea,Port Sudan,Port Sudan,19.615833,37.216389,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,500.0,9.0909
2021-01-15,Red Sea,Port Sudan,Port Sudan,19.615833,37.216389,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,10500.0,190.9091
2021-01-15,Red Sea,Port Sudan,Port Sudan,19.615833,37.216389,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,300.0,5.4545
2021-01-15,Red Sea,Port Sudan,Port Sudan,19.615833,37.216389,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,7500.0,136.3636
2021-01-15,South Darfur,Nyala,Nyala,12.05,24.883333,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,400.0,7.2727
2021-01-15,South Darfur,Nyala,Nyala,12.05,24.883333,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,11550.0,210.0
2021-01-15,South Darfur,Nyala,Nyala,12.05,24.883333,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,250.0,4.5455
2021-01-15,South Darfur,Nyala,Nyala,12.05,24.883333,cereals and tubers,Sorghum (food aid),3 KG,actual,Retail,SDG,250.0,4.5455
2021-01-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,575.0,10.4545
2021-01-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,9833.3,178.7873
2021-01-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,245.0,4.4545
2021-01-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Sorghum (food aid),3 KG,actual,Retail,SDG,175.0,3.1818
2021-01-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,6000.0,109.0909
2021-01-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Wheat,90 KG,actual,Wholesale,SDG,11000.0,200.0
2021-01-15,West Darfur,El Geneina,El Geneina,13.45,22.45,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,266.66,4.8484
2021-01-15,West Darfur,El Geneina,El Geneina,13.45,22.45,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,186.66,3.3938
2021-01-15,West Darfur,El Geneina,El Geneina,13.45,22.45,cereals and tubers,Sorghum (food aid),3 KG,actual,Retail,SDG,186.66,3.3938
2021-01-15,West Kordofan,El Salam,El Fula,11.7315405,28.3578827999999,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,450.0,8.1818
2021-01-15,West Kordofan,El Salam,El Fula,11.7315405,28.3578827999999,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,280.0,5.0909
2021-01-15,White Nile,Kosti,Kosti,13.166667,32.666667,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,450.0,8.1818
2021-01-15,White Nile,Kosti,Kosti,13.166667,32.666667,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,275.0,5.0
2021-02-15,Blue Nile,Damazin,Damazin,11.7891,34.3592,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,450.0,8.1967
2021-02-15,Blue Nile,Damazin,Damazin,11.7891,34.3592,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,11875.0,216.3024
2021-02-15,Blue Nile,Damazin,Damazin,11.7891,34.3592,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,275.0,5.0091
2021-02-15,Blue Nile,Damazin,Damazin,11.7891,34.3592,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,6500.0,118.3971
2021-02-15,Central Darfur,Zalingei,Zalingi,12.89999,23.47999,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,433.33,7.8931
2021-02-15,Central Darfur,Zalingei,Zalingi,12.89999,23.47999,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,197.5,3.5974
2021-02-15,Central Darfur,Zalingei,Zalingi,12.89999,23.47999,cereals and tubers,Sorghum (food aid),3 KG,actual,Retail,SDG,194.17,3.5368
2021-02-15,Eastern Darfur,Ed Daein,Eddein,11.433333,26.15,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,525.0,9.5628
2021-02-15,Eastern Darfur,Ed Daein,Eddein,11.433333,26.15,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,375.0,6.8306
2021-02-15,Eastern Darfur,Ed Daein,Eddein,11.433333,26.15,cereals and tubers,Sorghum (food aid),3 KG,actual,Retail,SDG,350.0,6.3752
2021-02-15,Gedaref,Al Gedaref Rural,El Gedarif,14.04,35.38,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,10280.0,187.2495
2021-02-15,Gedaref,Al Gedaref Rural,El Gedarif,14.04,35.38,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,6862.5,125.0
2021-02-15,Kassala,Kassala,Kassala,15.457,36.4001,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,450.0,8.1967
2021-02-15,Kassala,Kassala,Kassala,15.457,36.4001,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,250.0,4.5537
2021-02-15,Khartoum,Jebal Aulya,Khartoum,15.5126,32.5436,non-food,Exchange rate (unofficial),USD/LCU,actual,Retail,SDG,378.0,6.8852
2021-02-15,North Darfur,El Fasher,Al Fashir,13.633333,25.35,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,421.88,7.6845
2021-02-15,North Darfur,El Fasher,Al Fashir,13.633333,25.35,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,12666.6,230.7213
2021-02-15,North Darfur,El Fasher,Al Fashir,13.633333,25.35,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,300.0,5.4645
2021-02-15,North Darfur,El Fasher,Al Fashir,13.633333,25.35,cereals and tubers,Sorghum (food aid),3 KG,actual,Retail,SDG,225.0,4.0984
2021-02-15,North Darfur,El Fasher,Al Fashir,13.633333,25.35,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,6850.0,124.7723
2021-02-15,North Darfur,El Fasher,Al Fashir,13.633333,25.35,cereals and tubers,Wheat,90 KG,actual,Wholesale,SDG,15440.0,281.2386
2021-02-15,North Kordofan,Shiekan,El Obeid,13.18831,30.2185799999999,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,457.5,8.3333
2021-02-15,North Kordofan,Shiekan,El Obeid,13.18831,30.2185799999999,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,11937.5,217.4408
2021-02-15,North Kordofan,Shiekan,El Obeid,13.18831,30.2185799999999,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,330.0,6.0109
2021-02-15,North Kordofan,Shiekan,El Obeid,13.18831,30.2185799999999,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,7750.0,141.1658
2021-02-15,Northern,Dongola,Dongola,19.17,30.47,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,10500.0,191.2568
2021-02-15,Northern,Dongola,Dongola,19.17,30.47,cereals and tubers,Wheat,90 KG,actual,Wholesale,SDG,11000.0,200.3643
2021-02-15,Red Sea,Port Sudan,Port Sudan,19.615833,37.216389,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,475.0,8.6521
2021-02-15,Red Sea,Port Sudan,Port Sudan,19.615833,37.216389,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,12500.0,227.6867
2021-02-15,Red Sea,Port Sudan,Port Sudan,19.615833,37.216389,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,320.0,5.8288
2021-02-15,Red Sea,Port Sudan,Port Sudan,19.615833,37.216389,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,8350.0,152.0947
2021-02-15,South Darfur,Nyala,Nyala,12.05,24.883333,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,450.0,8.1967
2021-02-15,South Darfur,Nyala,Nyala,12.05,24.883333,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,13125.0,239.071
2021-02-15,South Darfur,Nyala,Nyala,12.05,24.883333,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,300.0,5.4645
2021-02-15,South Darfur,Nyala,Nyala,12.05,24.883333,cereals and tubers,Sorghum (food aid),3 KG,actual,Retail,SDG,300.0,5.4645
2021-02-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,500.0,9.1075
2021-02-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,12250.0,223.133
2021-02-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,250.0,4.5537
2021-02-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Sorghum (food aid),3 KG,actual,Retail,SDG,150.0,2.7322
2021-02-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,6750.0,122.9508
2021-02-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Wheat,90 KG,actual,Wholesale,SDG,13125.0,239.071
2021-02-15,West Darfur,El Geneina,El Geneina,13.45,22.45,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,307.0,5.592
2021-02-15,West Darfur,El Geneina,El Geneina,13.45,22.45,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,240.0,4.3716
2021-02-15,West Darfur,El Geneina,El Geneina,13.45,22.45,cereals and tubers,Sorghum (food aid),3 KG,actual,Retail,SDG,200.0,3.643
2021-02-15,West Kordofan,El Salam,El Fula,11.7315405,28.3578827999999,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,437.5,7.969
2021-02-15,West Kordofan,El Salam,El Fula,11.7315405,28.3578827999999,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,312.5,5.6922
2021-02-15,White Nile,Kosti,Kosti,13.166667,32.666667,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,600.0,10.929
2021-02-15,White Nile,Kosti,Kosti,13.166667,32.666667,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,412.5,7.5137
2021-03-15,Blue Nile,Damazin,Damazin,11.7891,34.3592,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,500.0,1.3228
2021-03-15,Blue Nile,Damazin,Damazin,11.7891,34.3592,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,11375.0,30.0926
2021-03-15,Blue Nile,Damazin,Damazin,11.7891,34.3592,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,275.0,0.7275
2021-03-15,Blue Nile,Damazin,Damazin,11.7891,34.3592,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,6625.0,17.5265
2021-03-15,Central Darfur,Zalingei,Zalingi,12.89999,23.47999,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,450.0,1.1905
2021-03-15,Central Darfur,Zalingei,Zalingi,12.89999,23.47999,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,200.0,0.5291
2021-03-15,Central Darfur,Zalingei,Zalingi,12.89999,23.47999,cereals and tubers,Sorghum (food aid),3 KG,actual,Retail,SDG,200.0,0.5291
2021-03-15,Eastern Darfur,Ed Daein,Eddein,11.433333,26.15,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,537.5,1.422
2021-03-15,Eastern Darfur,Ed Daein,Eddein,11.433333,26.15,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,400.0,1.0582
2021-03-15,Eastern Darfur,Ed Daein,Eddein,11.433333,26.15,cereals and tubers,Sorghum (food aid),3 KG,actual,Retail,SDG,375.0,0.9921
2021-03-15,Gedaref,Al Gedaref Rural,El Gedarif,14.04,35.38,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,9962.5,26.3558
2021-03-15,Gedaref,Al Gedaref Rural,El Gedarif,14.04,35.38,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,6955.0,18.3995
2021-03-15,Kassala,Kassala,Kassala,15.457,36.4001,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,500.0,1.3228
2021-03-15,Kassala,Kassala,Kassala,15.457,36.4001,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,250.75,0.6634
2021-03-15,Khartoum,Jebal Aulya,Khartoum,15.5126,32.5436,non-food,Exchange rate (unofficial),USD/LCU,actual,Retail,SDG,381.0,1.0079
2021-03-15,North Darfur,El Fasher,Al Fashir,13.633333,25.35,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,455.0,1.2037
2021-03-15,North Darfur,El Fasher,Al Fashir,13.633333,25.35,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,12375.0,32.7381
2021-03-15,North Darfur,El Fasher,Al Fashir,13.633333,25.35,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,307.5,0.8135
2021-03-15,North Darfur,El Fasher,Al Fashir,13.633333,25.35,cereals and tubers,Sorghum (food aid),3 KG,actual,Retail,SDG,250.0,0.6614
2021-03-15,North Darfur,El Fasher,Al Fashir,13.633333,25.35,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,6500.0,17.1958
2021-03-15,North Darfur,El Fasher,Al Fashir,13.633333,25.35,cereals and tubers,Wheat,90 KG,actual,Wholesale,SDG,17333.33,45.8554
2021-03-15,North Kordofan,Shiekan,El Obeid,13.18831,30.2185799999999,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,480.0,1.2698
2021-03-15,North Kordofan,Shiekan,El Obeid,13.18831,30.2185799999999,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,12600.0,33.3333
2021-03-15,North Kordofan,Shiekan,El Obeid,13.18831,30.2185799999999,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,348.75,0.9226
2021-03-15,North Kordofan,Shiekan,El Obeid,13.18831,30.2185799999999,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,7920.0,20.9524
2021-03-15,Northern,Dongola,Dongola,19.17,30.47,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,10000.0,26.455
2021-03-15,Northern,Dongola,Dongola,19.17,30.47,cereals and tubers,Wheat,90 KG,actual,Wholesale,SDG,14750.0,39.0212
2021-03-15,Red Sea,Port Sudan,Port Sudan,19.615833,37.216389,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,450.0,1.1905
2021-03-15,Red Sea,Port Sudan,Port Sudan,19.615833,37.216389,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,12875.0,34.0608
2021-03-15,Red Sea,Port Sudan,Port Sudan,19.615833,37.216389,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,272.5,0.7209
2021-03-15,Red Sea,Port Sudan,Port Sudan,19.615833,37.216389,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,8225.0,21.7593
2021-03-15,South Darfur,Nyala,Nyala,12.05,24.883333,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,400.0,1.0582
2021-03-15,South Darfur,Nyala,Nyala,12.05,24.883333,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,13000.0,34.3915
2021-03-15,South Darfur,Nyala,Nyala,12.05,24.883333,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,300.0,0.7937
2021-03-15,South Darfur,Nyala,Nyala,12.05,24.883333,cereals and tubers,Sorghum (food aid),3 KG,actual,Retail,SDG,300.0,0.7937
2021-03-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,500.0,1.3228
2021-03-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,13000.0,34.3915
2021-03-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,250.0,0.6614
2021-03-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Sorghum (food aid),3 KG,actual,Retail,SDG,150.0,0.3968
2021-03-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,7000.0,18.5185
2021-03-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Wheat,90 KG,actual,Wholesale,SDG,13500.0,35.7143
